,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,,,,
APPLING," 1,071 "," $8,103 "," $4,272 ", $- , $250 , $- , $- , $22 ," $3,559 ",393,,,,
ATKINSON, 413 ," $3,757 "," $1,939 ", $- , $155 , $- , $- , $0 ," $1,663 ",194,,,,
BACON, 601 ," $4,487 "," $2,652 ", $- , $68 , $- , $- , $25 ," $1,742 ",200,,,,
BAKER, 174 ," $1,544 "," $1,089 ", $- , $55 , $- , $- , $- , $399 ,54,,,,
BALDWIN," 3,058 "," $25,801 "," $13,900 ", $- ," $1,259 ", $- , $- , $240 ," $10,402 ",968,,,,
BANKS," 1,110 "," $7,703 "," $4,803 ", $- , $205 , $- , $- , $40 ," $2,655 ",303,,,,
BARROW," 4,938 "," $29,688 "," $17,229 ", $- ," $2,268 ", $- , $- , $152 ," $10,040 ","1,167",,,,
BARTOW," 7,926 "," $41,241 "," $26,867 ", $- ," $2,744 ", $- , $- , $170 ," $11,460 ","1,463",,,,
BEN HILL," 1,128 "," $11,420 "," $7,208 ", $- , $439 , $- , $- , $79 ," $3,694 ",353,,,,
BERRIEN," 1,595 "," $14,748 "," $8,880 ", $- , $784 , $- , $- , $16 ," $5,068 ",523,,,,
BIBB," 10,774 "," $101,289 "," $55,792 ", $- ," $6,032 ", $- , $- ," $1,199 "," $38,267 ","3,826",,,,
BLECKLEY, 880 ," $8,450 "," $4,621 ", $- , $500 , $- , $- , $55 ," $3,274 ",227,,,,
BRANTLEY," 1,328 "," $11,027 "," $5,796 ", $- , $364 , $- , $- , $71 ," $4,797 ",545,,,,
BROOKS," 1,462 "," $11,767 "," $4,372 ", $- , $164 , $- , $- , $33 ," $7,198 ",554,,,,
BRYAN," 4,381 "," $45,799 "," $29,803 ", $- ," $9,278 ", $- , $- , $440 ," $6,278 ","1,200",,,,
BULLOCH," 4,528 "," $31,945 "," $16,804 ", $- ," $3,978 ", $- , $- , $824 ," $10,339 ","1,193",,,,
BURKE," 1,566 "," $22,805 "," $8,138 ", $- , $679 , $- , $- , $93 ," $13,895 ",789,,,,
BUTTS," 1,586 "," $14,234 "," $9,604 ", $- , $664 , $- , $- , $347 ," $3,620 ",427,,,,
CALHOUN, 292 ," $2,734 "," $1,808 ", $- , $100 , $- , $- , $28 , $797 ,132,,,,
CAMDEN," 7,448 "," $53,483 "," $31,439 ", $- ," $8,821 ", $- , $- , $120 ," $13,104 ","1,958",,,,
CANDLER, 842 ," $5,640 "," $2,636 ", $- , $247 , $- , $- , $25 ," $2,732 ",263,,,,
CARROLL," 6,847 "," $65,034 "," $33,415 ", $- ," $3,854 ", $- , $- , $450 ," $27,315 ","1,993",,,,
CATOOSA," 4,335 "," $24,569 "," $14,712 ", $- ," $1,004 ", $- , $- , $140 ," $8,714 ","1,298",,,,
CHARLTON, 898 ," $6,844 "," $3,608 ", $- , $269 , $- , $- , $120 ," $2,846 ",288,,,,
CHATHAM," 27,148 "," $228,014 "," $133,259 ", $- ," $41,739 ", $- , $- ," $1,776 "," $51,240 ","7,585",,,,
CHATTAHOOCHEE," 1,637 "," $4,760 "," $3,500 ", $- , $348 , $- , $- , $21 , $891 ,177,,,,
CHATTOOGA," 1,658 "," $11,416 "," $8,492 ", $- , $390 , $- , $- , $87 ," $2,447 ",418,,,,
CHEROKEE," 15,112 "," $86,116 "," $57,183 ", $- ," $7,606 ", $- , $- , $982 ," $20,345 ","2,590",,,,
CLARKE," 4,899 "," $38,335 "," $22,851 ", $- ," $4,360 ", $- , $- , $627 ," $10,496 ","1,309",,,,
CLAY, 219 ," $1,477 ", $910 , $- , $47 , $- , $- , $0 , $519 ,66,,,,
CLAYTON," 18,261 "," $165,570 "," $87,762 ", $- ," $12,147 ", $- , $- , $918 ," $64,744 ","6,852",,,,
CLINCH, 395 ," $3,365 "," $1,636 ", $- , $112 , $- , $- , $0 ," $1,617 ",155,,,,
COBB," 42,783 "," $270,806 "," $158,113 ", $204 ," $31,538 ", $- , $407 ," $3,972 "," $76,572 ","9,066",,,,
COFFEE," 2,257 "," $19,578 "," $10,787 ", $- , $670 , $- , $- , $100 ," $8,020 ",812,,,,
COLQUITT," 2,510 "," $21,093 "," $11,799 ", $- , $712 , $- , $- , $124 ," $8,458 ",882,,,,
COLUMBIA," 16,193 "," $225,249 "," $145,352 ", $- ," $30,591 ", $- , $- ," $1,423 "," $47,882 ","5,763",,,,
COOK," 1,190 "," $9,969 "," $5,940 ", $- , $388 , $- , $- , $53 ," $3,588 ",491,,,,
COWETA," 11,344 "," $66,465 "," $43,447 ", $- ," $5,304 ", $- , $- , $556 ," $17,158 ","2,607",,,,
CRAWFORD," 1,079 "," $4,770 "," $2,125 ", $- , $181 , $- , $- , $22 ," $2,442 ",338,,,,
CRISP," 1,300 "," $9,751 "," $5,874 ", $- , $452 , $- , $- , $102 ," $3,323 ",412,,,,
DADE," 1,143 "," $6,828 "," $4,389 ", $- , $300 , $- , $- , $55 ," $2,084 ",316,,,,
DAWSON," 1,961 "," $10,530 "," $7,126 ", $- , $686 , $- , $- , $32 ," $2,687 ",372,,,,
DECATUR," 1,801 "," $10,848 "," $5,514 ", $- , $554 , $- , $- , $17 ," $4,763 ",619,,,,
DEKALB," 37,785 "," $521,379 "," $192,625 "," $1,133 "," $28,407 ", $- ," $95,631 "," $3,390 "," $200,192 ","13,736",,,,
DODGE," 1,365 "," $12,062 "," $5,752 ", $- , $494 , $- , $- , $15 ," $5,800 ",452,,,,
DOOLY, 706 ," $4,436 "," $2,841 ", $- , $182 , $- , $- , $110 ," $1,303 ",178,,,,
DOUGHERTY," 6,850 "," $73,689 "," $47,685 ", $- ," $4,438 ", $- , $- , $739 ," $20,827 ","2,523",,,,
DOUGLAS," 10,792 "," $86,526 "," $53,782 ", $- ," $8,604 ", $- , $- , $599 ," $23,541 ","3,009",,,,
EARLY, 626 ," $4,993 "," $3,165 ", $- , $217 , $- , $- , $21 ," $1,590 ",237,,,,
ECHOLS, 201 ," $1,228 ", $255 , $- , $- , $- , $- , $- , $973 ,77,,,,
EFFINGHAM," 5,373 "," $37,269 "," $22,574 ", $- ," $5,244 ", $- , $- , $188 ," $9,263 ","1,292",,,,
ELBERT," 1,328 "," $11,247 "," $6,486 ", $- , $186 , $- , $- , $83 ," $4,491 ",464,,,,
EMANUEL," 1,346 "," $15,453 "," $7,337 ", $- , $526 , $- , $- , $79 ," $7,510 ",526,,,,
EVANS, 752 ," $5,226 "," $3,253 ", $- , $276 , $- , $- , $152 ," $1,545 ",221,,,,
FANNIN," 2,093 "," $16,200 "," $10,697 ", $- , $216 , $- , $- , $172 ," $5,115 ",716,,,,
FAYETTE," 10,574 "," $74,311 "," $54,288 ", $- ," $5,599 ", $- , $- ," $1,062 "," $13,362 ","2,228",,,,
FLOYD," 6,917 "," $34,813 "," $23,033 ", $- ," $1,589 ", $- , $- , $378 ," $9,814 ","1,428",,,,
FORSYTH," 10,083 "," $35,946 "," $22,558 ", $- ," $2,559 ", $- , $- , $691 ," $10,138 ","1,570",,,,
FRANKLIN," 1,441 "," $10,294 "," $6,647 ", $- , $417 , $- , $- , $96 ," $3,133 ",417,,,,
FULTON," 45,734 "," $422,048 "," $219,293 ", $- ," $38,047 ", $- ," $2,261 "," $5,011 "," $157,436 ","13,772",,,,
GILMER," 2,532 "," $17,751 "," $11,942 ", $- , $455 , $- , $- , $44 ," $5,310 ",749,,,,
GLASCOCK, 166 ," $1,518 ", $750 , $- , $38 , $- , $- , $10 , $720 ,67,,,,
GLYNN," 7,562 "," $45,872 "," $29,322 ", $- ," $2,407 ", $- , $- , $680 ," $13,463 ","2,178",,,,
GORDON," 3,369 "," $19,095 "," $12,667 ", $- , $912 , $- , $- , $164 ," $5,352 ",701,,,,
GRADY," 1,732 "," $11,451 "," $5,436 ", $- , $532 , $- , $- , $95 ," $5,387 ",675,,,,
GREENE," 1,297 "," $8,946 "," $5,171 ", $- , $173 , $- , $- , $40 ," $3,562 ",345,,,,
GWINNETT," 39,785 "," $260,060 "," $146,368 ", $- ," $26,140 ", $- , $- ," $3,159 "," $84,393 ","10,133",,,,
HABERSHAM," 2,897 "," $19,669 "," $12,912 ", $- , $992 , $- , $- , $133 ," $5,632 ",822,,,,
HALL," 10,585 "," $62,578 "," $39,168 ", $- ," $3,383 ", $- , $- , $601 ," $19,426 ","2,660",,,,
HANCOCK, 555 ," $7,491 "," $3,914 ", $- , $200 , $- , $- , $10 ," $3,367 ",224,,,,
HARALSON," 1,830 "," $11,146 "," $7,164 ", $- , $362 , $- , $- , $46 ," $3,574 ",485,,,,
HARRIS," 3,406 "," $32,101 "," $23,290 ", $- ," $2,599 ", $- , $- , $72 ," $6,139 ","1,021",,,,
HART," 1,734 "," $10,474 "," $5,123 ", $- , $217 , $- , $- , $74 ," $5,060 ",523,,,,
HEARD, 808 ," $5,382 "," $2,916 ", $- , $69 , $- , $- , $45 ," $2,352 ",251,,,,
HENRY," 19,253 "," $178,606 "," $118,102 ", $- ," $18,447 ", $- , $- ," $1,690 "," $40,368 ","5,523",,,,
HOUSTON," 20,464 "," $189,461 "," $131,345 ", $- ," $21,432 ", $- , $- ," $1,166 "," $35,519 ","5,273",,,,
IRWIN, 640 ," $4,018 "," $1,967 ", $- , $72 , $- , $- , $11 ," $1,968 ",246,,,,
JACKSON," 4,562 "," $29,331 "," $19,650 ", $- ," $1,629 ", $- , $- , $181 ," $7,870 ","1,037",,,,
JASPER, 922 ," $6,720 "," $4,009 ", $- , $286 , $- , $- , $53 ," $2,372 ",288,,,,
JEFF DAVIS, 743 ," $7,415 "," $3,482 ", $- , $213 , $- , $- , $33 ," $3,686 ",293,,,,
JEFFERSON," 1,075 "," $14,364 "," $5,908 ", $- , $407 , $- , $- , $77 ," $7,972 ",467,,,,
JENKINS, 647 ," $4,500 "," $2,274 ", $- , $163 , $- , $- , $11 ," $2,052 ",159,,,,
JOHNSON, 494 ," $5,772 "," $2,387 ", $- , $217 , $- , $- , $13 ," $3,154 ",202,,,,
JONES," 2,070 "," $10,353 "," $5,158 ", $- , $431 , $- , $- , $108 ," $4,655 ",619,,,,
LAMAR," 1,455 "," $9,554 "," $5,570 ", $- , $491 , $- , $- , $275 ," $3,217 ",342,,,,
LANIER, 886 ," $8,122 "," $3,645 ", $- , $651 , $- , $- , $181 ," $3,645 ",321,,,,
LAURENS," 3,590 "," $71,695 "," $22,748 ", $395 ," $1,143 ", $- ," $5,362 ", $124 ," $41,922 ","1,905",,,,
LEE," 2,528 "," $19,156 "," $13,212 ", $- ," $1,514 ", $- , $- , $88 ," $4,343 ",777,,,,
LIBERTY," 13,406 "," $148,210 "," $94,442 ", $- ," $25,280 ", $- , $- ," $1,008 "," $27,480 ","4,032",,,,
LINCOLN, 649 ," $7,595 "," $3,924 ", $- , $195 , $- , $- , $113 ," $3,364 ",279,,,,
LONG," 2,383 "," $26,816 "," $15,243 ", $- ," $5,224 ", $- , $- , $169 ," $6,179 ",850,,,,
LOWNDES," 9,871 "," $90,594 "," $51,703 ", $- ," $10,559 ", $- , $- , $522 ," $27,811 ","3,350",,,,
LUMPKIN," 2,729 "," $13,634 "," $8,422 ", $- ," $1,317 ", $- , $- , $162 ," $3,733 ",498,,,,
MCDUFFIE," 1,573 "," $18,065 "," $10,033 ", $- , $736 , $- , $- , $38 ," $7,258 ",631,,,,
MCINTOSH," 1,188 "," $8,959 "," $5,517 ", $- , $360 , $- , $- , $91 ," $2,991 ",403,,,,
MACON, 807 ," $6,434 "," $3,368 ", $- , $211 , $- , $- , $52 ," $2,804 ",275,,,,
MADISON," 1,866 "," $14,780 "," $9,738 ", $- , $450 , $- , $- , $97 ," $4,496 ",574,,,,
MARION, 761 ," $6,680 "," $4,112 ", $- , $255 , $- , $- , $3 ," $2,310 ",232,,,,
MERIWETHER," 1,471 "," $10,194 "," $5,911 ", $- , $516 , $- , $- , $104 ," $3,663 ",446,,,,
MILLER, 360 ," $1,832 "," $1,184 ", $- , $108 , $- , $- , $11 , $529 ,124,,,,
MITCHELL," 1,337 "," $7,776 "," $5,010 ", $- , $394 , $- , $- , $51 ," $2,320 ",377,,,,
MONROE," 2,029 "," $12,707 "," $7,296 ", $- , $603 , $- , $- , $56 ," $4,752 ",622,,,,
MONTGOMERY, 431 ," $6,243 "," $2,762 ", $- , $181 , $- , $- , $29 ," $3,271 ",221,,,,
MORGAN," 1,241 "," $8,785 "," $5,659 ", $- , $489 , $- , $- , $42 ," $2,595 ",330,,,,
MURRAY," 2,130 "," $14,333 "," $9,471 ", $- , $434 , $- , $- , $39 ," $4,389 ",599,,,,
MUSCOGEE," 24,128 "," $337,820 "," $240,848 ", $- ," $36,717 ", $- , $- ," $2,702 "," $57,553 ","7,768",,,,
NEWTON," 7,554 "," $63,758 "," $39,314 ", $- ," $4,048 ", $- , $- , $483 ," $19,913 ","2,234",,,,
OCONEE," 1,927 "," $12,333 "," $8,564 ", $- , $549 , $- , $- , $206 ," $3,014 ",377,,,,
OGLETHORPE," 1,054 "," $5,591 "," $3,058 ", $- , $70 , $- , $- , $24 ," $2,438 ",358,,,,
PAULDING," 10,324 "," $51,600 "," $30,091 ", $- ," $4,679 ", $- , $- , $217 ," $16,614 ","2,283",,,,
PEACH," 2,402 "," $29,281 "," $20,759 ", $- ," $2,275 ", $- , $- , $291 ," $5,956 ",694,,,,
